Source,Target,Source Name,Target Name,Common Users,Source Population,Target Population,Total Population,Exposure,Phi-Correlation,T-Test,P-values,Over-expression
ukr,spa,Ukrainian,Spanish,5,2842,2043468,17694811,2.45E-06,-0.00450988,-6.446931899,5.71E-11,0.015234353
ara,nor,Arabic,Norwegian,5,366643,16500,17694811,0.00030303,-0.004378936,-2.651510108,0.004006808,0.014624755
nor,ara,Norwegian,Arabic,5,16500,366643,17694811,1.36E-05,-0.004378936,-2.651510108,0.004006808,0.014624755
jpn,ukr,Japanese,Ukrainian,5,2602426,2842,17694811,0.001759324,-0.005200053,-8.388854063,2.46E-17,0.011962266
ukr,jpn,Ukrainian,Japanese,5,2842,2602426,17694811,1.92E-06,-0.005200053,-8.388854063,2.46E-17,0.011962266
ara,zho,Arabic,Chinese,5,366643,24113,17694811,0.000207357,-0.005319565,-3.221089202,0.000638578,0.010007401
zho,ara,Chinese,Arabic,5,24113,366643,17694811,1.36E-05,-0.005319565,-3.221089202,0.000638578,0.010007401
ell,kan,Modern Greek (1453-),Kannada,4,30609,101,17694811,0.03960396,0.002177489,0.380949493,0.351621685,4
mlt,swa,Maltese,Swahili (macrolanguage),4,1156,5636,17694811,0.000709723,0.001423118,0.106819325,0.457468059,4
kan,ell,Kannada,Modern Greek (1453-),4,101,30609,17694811,0.000130681,0.002177489,0.380949493,0.351621685,4
swa,mlt,Swahili (macrolanguage),Maltese,4,5636,1156,17694811,0.003460208,0.001423118,0.106819325,0.457468059,4
slk,swa,Slovak,Swahili (macrolanguage),4,3657,5636,17694811,0.000709723,0.00062467,0.046887691,0.4813022,3.434076573
swa,slk,Swahili (macrolanguage),Slovak,4,5636,3657,17694811,0.001093793,0.00062467,0.046887691,0.4813022,3.434076573
hat,hbs,Haitian,Serbo-Croatian,4,2600,8152,17694811,0.000490677,0.000608848,0.054965238,0.478083752,3.339399675
hbs,hat,Serbo-Croatian,Haitian,4,8152,2600,17694811,0.001538462,0.000608848,0.054965238,0.478083752,3.339399675
ron,sqi,Romanian,Albanian,4,5040,5155,17694811,0.000775946,0.000496831,0.035664716,0.485775543,2.724248457
sqi,ron,Albanian,Romanian,4,5155,5040,17694811,0.000793651,0.000496831,0.035664716,0.485775543,2.724248457
fil,kan,Filipino (macrolanguage),Kannada,4,257611,101,17694811,0.03960396,0.000499565,0.253555381,0.399919637,2.720320926
kan,fil,Kannada,Filipino (macrolanguage),4,101,257611,17694811,1.55E-05,0.000499565,0.253555381,0.399919637,2.720320926
ron,swa,Romanian,Swahili (macrolanguage),4,5040,5636,17694811,0.000709723,0.00044945,0.033735742,0.486544536,2.491749609
swa,ron,Swahili (macrolanguage),Romanian,4,5636,5040,17694811,0.000793651,0.00044945,0.033735742,0.486544536,2.491749609
kan,kor,Kannada,Korean,4,101,289982,17694811,1.38E-05,0.00043687,0.235253343,0.407006136,2.416648599
kor,kan,Korean,Kannada,4,289982,101,17694811,0.03960396,0.00043687,0.235253343,0.407006136,2.416648599
fin,hbs,Finnish,Serbo-Croatian,4,3856,8152,17694811,0.000490677,0.000396727,0.035815474,0.485715186,2.251669906
hbs,fin,Serbo-Croatian,Finnish,4,8152,3856,17694811,0.001037344,0.000396727,0.035815474,0.485715186,2.251669906
glg,slk,Galician,Slovak,4,9302,3657,17694811,0.001093793,0.000356336,0.034363795,0.486293896,2.080676797
slk,glg,Slovak,Galician,4,3657,9302,17694811,0.000430015,0.000356336,0.034363795,0.486293896,2.080676797
cat,mlt,Catalan,Maltese,4,32376,1156,17694811,0.003460208,0.000308393,0.055488523,0.477874808,1.891145284
mlt,cat,Maltese,Catalan,4,1156,32376,17694811,0.000123548,0.000308393,0.055488523,0.477874808,1.891145284
afr,est,Afrikaans,Estonian,4,24782,2078,17694811,0.001924928,0.000151967,0.023922209,0.490457426,1.374434423
est,afr,Estonian,Afrikaans,4,2078,24782,17694811,0.000161407,0.000151967,0.023922209,0.490457426,1.374434423
hbs,pol,Serbo-Croatian,Polish,4,8152,8207,17694811,0.000487389,2.68E-05,0.002426772,0.499031888,1.057930932
pol,hbs,Polish,Serbo-Croatian,4,8207,8152,17694811,0.000490677,2.68E-05,0.002426772,0.499031888,1.057930932
dan,vie,Danish,Vietnamese,4,12029,6150,17694811,0.000650407,-2.10E-05,-0.002306387,0.499079905,0.956756186
vie,dan,Vietnamese,Danish,4,6150,12029,17694811,0.00033253,-2.10E-05,-0.002306387,0.499079905,0.956756186
nor,sqi,Norwegian,Albanian,4,16500,5155,17694811,0.000775946,-8.75E-05,-0.01124487,0.495514109,0.832134074
sqi,nor,Albanian,Norwegian,4,5155,16500,17694811,0.000242424,-8.75E-05,-0.01124487,0.495514109,0.832134074
deu,mlt,German,Maltese,4,73897,1156,17694811,0.003460208,-8.97E-05,-0.024395066,0.490268775,0.828554877
mlt,deu,Maltese,German,4,1156,73897,17694811,5.41E-05,-8.97E-05,-0.024395066,0.490268775,0.828554877
eng,syr,English,Syriac,4,10859465,8,17694811,0.5,-0.000157028,-0.517467002,0.302415104,0.814718359
syr,eng,Syriac,English,4,8,10859465,17694811,3.68E-07,-0.000157028,-0.517467002,0.302415104,0.814718359
hat,swe,Haitian,Swedish,4,2600,36604,17694811,0.000109278,-0.000141455,-0.027062598,0.489204977,0.743710692
swe,hat,Swedish,Haitian,4,36604,2600,17694811,0.001538462,-0.000141455,-0.027062598,0.489204977,0.743710692
fra,lit,French,Lithuanian,4,147843,696,17694811,0.005747126,-0.0001797,-0.069094829,0.472457115,0.68785344
lit,fra,Lithuanian,French,4,696,147843,17694811,2.71E-05,-0.0001797,-0.069094829,0.472457115,0.68785344
glg,lav,Galician,Latvian,4,9302,13573,17694811,0.000294703,-0.000279203,-0.032525662,0.487026665,0.560600829
lav,glg,Latvian,Galician,4,13573,9302,17694811,0.000430015,-0.000279203,-0.032525662,0.487026665,0.560600829
cat,hun,Catalan,Hungarian,4,32376,4804,17694811,0.000832639,-0.000384471,-0.069176958,0.472424595,0.455071596
hun,cat,Hungarian,Catalan,4,4804,32376,17694811,0.000123548,-0.000384471,-0.069176958,0.472424595,0.455071596
dan,lav,Danish,Latvian,4,12029,13573,17694811,0.000294703,-0.000409366,-0.047688995,0.480982403,0.433511423
lav,dan,Latvian,Danish,4,13573,12029,17694811,0.00033253,-0.000409366,-0.047688995,0.480982403,0.433511423
aze,fra,Azerbaijani,French,4,1261,147843,17694811,2.71E-05,-0.000480709,-0.184833038,0.426680124,0.379655824
fra,aze,French,Azerbaijani,4,147843,1261,17694811,0.003172086,-0.000480709,-0.184833038,0.426680124,0.379655824
kor,lit,Korean,Lithuanian,4,289982,696,17694811,0.005747126,-0.000525644,-0.283058234,0.3885662,0.350691823
lit,kor,Lithuanian,Korean,4,696,289982,17694811,1.38E-05,-0.000525644,-0.283058234,0.3885662,0.350691823
cym,fil,Welsh,Filipino (macrolanguage),4,910,257611,17694811,1.55E-05,-0.000608491,-0.308841003,0.378721363,0.301925729
fil,cym,Filipino (macrolanguage),Welsh,4,257611,910,17694811,0.004395604,-0.000608491,-0.308841003,0.378721363,0.301925729
dan,zho,Danish,Chinese,4,12029,24113,17694811,0.000165886,-0.000728364,-0.113098373,0.454976753,0.244019846
zho,dan,Chinese,Danish,4,24113,12029,17694811,0.00033253,-0.000728364,-0.113098373,0.454976753,0.244019846
fra,slv,French,Slovenian,4,147843,2230,17694811,0.001793722,-0.000809283,-0.311170232,0.377835825,0.214684302
slv,fra,Slovenian,French,4,2230,147843,17694811,2.71E-05,-0.000809283,-0.311170232,0.377835825,0.214684302
rus,tam,Russian,Tamil,4,243159,1432,17694811,0.002793296,-0.000846066,-0.41720348,0.338264974,0.203269656
tam,rus,Tamil,Russian,4,1432,243159,17694811,1.65E-05,-0.000846066,-0.41720348,0.338264974,0.203269656
eus,tur,Basque,Turkish,4,1950,233158,17694811,1.72E-05,-0.00102426,-0.494576574,0.310449754,0.155675757
tur,eus,Turkish,Basque,4,233158,1950,17694811,0.002051282,-0.00102426,-0.494576574,0.310449754,0.155675757
ara,aze,Arabic,Azerbaijani,4,366643,1261,17694811,0.003172086,-0.001039998,-0.62972847,0.264436322,0.153090216
aze,ara,Azerbaijani,Arabic,4,1261,366643,17694811,1.09E-05,-0.001039998,-0.62972847,0.264436322,0.153090216
fra,heb,French,Hebrew,4,147843,3384,17694811,0.001182033,-0.0010899,-0.419068043,0.337583507,0.141473403
heb,fra,Hebrew,French,4,3384,147843,17694811,2.71E-05,-0.0010899,-0.419068043,0.337583507,0.141473403
jpn,mal,Japanese,Malayalam,4,2602426,216,17694811,0.018518519,-0.001268151,-2.045786908,0.02038872,0.12591393
mal,jpn,Malayalam,Japanese,4,216,2602426,17694811,1.54E-06,-0.001268151,-2.045786908,0.02038872,0.12591393
ara,eus,Arabic,Basque,4,366643,1950,17694811,0.002051282,-0.001375908,-0.833124994,0.202387391,0.09899834
eus,ara,Basque,Arabic,4,1950,366643,17694811,1.09E-05,-0.001375908,-0.833124994,0.202387391,0.09899834
hat,kor,Haitian,Korean,4,2600,289982,17694811,1.38E-05,-0.001417859,-0.763515101,0.22257844,0.093877503
kor,hat,Korean,Haitian,4,289982,2600,17694811,0.001538462,-0.001417859,-0.763515101,0.22257844,0.093877503
ara,est,Arabic,Estonian,4,366643,2078,17694811,0.001924928,-0.001429966,-0.865858011,0.193284299,0.092900271
est,ara,Estonian,Arabic,4,2078,366643,17694811,1.09E-05,-0.001429966,-0.865858011,0.193284299,0.092900271
afr,swe,Afrikaans,Swedish,4,24782,36604,17694811,0.000109278,-0.001572024,-0.300754403,0.381801744,0.078026301
swe,afr,Swedish,Afrikaans,4,36604,24782,17694811,0.000161407,-0.001572024,-0.300754403,0.381801744,0.078026301
hat,nld,Haitian,Dutch,4,2600,435128,17694811,9.19E-06,-0.001804388,-1.190249963,0.116974405,0.062562708
nld,hat,Dutch,Haitian,4,435128,2600,17694811,0.001538462,-0.001804388,-1.190249963,0.116974405,0.062562708
mkd,spa,Macedonian,Spanish,4,890,2043468,17694811,1.96E-06,-0.002462927,-3.520761812,0.000215159,0.038917781
spa,mkd,Spanish,Macedonian,4,2043468,890,17694811,0.004494382,-0.002462927,-3.520761812,0.000215159,0.038917781
por,tam,Portuguese,Tamil,4,1617409,1432,17694811,0.002793296,-0.002766237,-3.518039341,0.00021738,0.030559275
tam,por,Tamil,Portuguese,4,1432,1617409,17694811,2.47E-06,-0.002766237,-3.518039341,0.00021738,0.030559275
nor,tha,Norwegian,Thai,4,16500,154171,17694811,2.59E-05,-0.002784487,-1.093315057,0.137128601,0.027823982
tha,nor,Thai,Norwegian,4,154171,16500,17694811,0.000242424,-0.002784487,-1.093315057,0.137128601,0.027823982
jpn,mlt,Japanese,Maltese,4,2602426,1156,17694811,0.003460208,-0.003277484,-5.287275256,6.21E-08,0.02352717
mlt,jpn,Maltese,Japanese,4,1156,2602426,17694811,1.54E-06,-0.003277484,-5.287275256,6.21E-08,0.02352717
lav,tur,Latvian,Turkish,4,13573,233158,17694811,1.72E-05,-0.003129973,-1.511353276,0.065349911,0.022365559
tur,lav,Turkish,Latvian,4,233158,13573,17694811,0.000294703,-0.003129973,-1.511353276,0.065349911,0.022365559
ara,glg,Arabic,Galician,4,366643,9302,17694811,0.000430015,-0.003266758,-1.978061221,0.023961274,0.020753253
glg,ara,Galician,Arabic,4,9302,366643,17694811,1.09E-05,-0.003266758,-1.978061221,0.023961274,0.020753253
fil,lav,Filipino (macrolanguage),Latvian,4,257611,13573,17694811,0.000294703,-0.003299468,-1.674660829,0.047001005,0.020242571
lav,fil,Latvian,Filipino (macrolanguage),4,13573,257611,17694811,1.55E-05,-0.003299468,-1.674660829,0.047001005,0.020242571
kor,nor,Korean,Norwegian,4,289982,16500,17694811,0.000242424,-0.003885078,-2.092122434,0.018214216,0.014792819
nor,kor,Norwegian,Korean,4,16500,289982,17694811,1.38E-05,-0.003885078,-2.092122434,0.018214216,0.014792819
cat,tha,Catalan,Thai,4,32376,154171,17694811,2.59E-05,-0.003956968,-1.55369022,0.06013019,0.014180124
tha,cat,Thai,Catalan,4,154171,32376,17694811,0.000123548,-0.003956968,-1.55369022,0.06013019,0.014180124
tur,zho,Turkish,Chinese,4,233158,24113,17694811,0.000165886,-0.00421482,-2.035195829,0.020916151,0.01258938
zho,tur,Chinese,Turkish,4,24113,233158,17694811,1.72E-05,-0.00421482,-2.035195829,0.020916151,0.01258938
lav,nld,Latvian,Dutch,4,13573,435128,17694811,9.19E-06,-0.004346479,-2.867141706,0.002071087,0.01198431
nld,lav,Dutch,Latvian,4,435128,13573,17694811,0.000294703,-0.004346479,-2.867141706,0.002071087,0.01198431
mlt,sqi,Maltese,Albanian,3,1156,5155,17694811,0.000581959,0.001091169,0.078328949,0.468784715,3
eus,swa,Basque,Swahili (macrolanguage),3,1950,5636,17694811,0.000532292,0.00071774,0.05387354,0.478518914,3
ell,syr,Modern Greek (1453-),Syriac,3,30609,8,17694811,0.375,0.006039761,1.0566668,0.145336011,3
afr,lit,Afrikaans,Lithuanian,3,24782,696,17694811,0.004310345,0.000487995,0.07681859,0.469384241,3
hbs,mlt,Serbo-Croatian,Maltese,3,8152,1156,17694811,0.002595156,0.000803986,0.072581705,0.471070383,3
hbs,lit,Serbo-Croatian,Lithuanian,3,8152,696,17694811,0.004310345,0.001125128,0.101573607,0.459548814,3
dan,mlt,Danish,Maltese,3,12029,1156,17694811,0.002595156,0.000593984,0.065140834,0.474031475,3
sqi,mlt,Albanian,Maltese,3,5155,1156,17694811,0.002595156,0.001091169,0.078328949,0.468784715,3
swa,eus,Swahili (macrolanguage),Basque,3,5636,1950,17694811,0.001538462,0.00071774,0.05387354,0.478518914,3
syr,ell,Syriac,Modern Greek (1453-),3,8,30609,17694811,9.80E-05,0.006039761,1.0566668,0.145336011,3
lit,afr,Lithuanian,Afrikaans,3,696,24782,17694811,0.000121056,0.000487995,0.07681859,0.469384241,3
mlt,hbs,Maltese,Serbo-Croatian,3,1156,8152,17694811,0.000368008,0.000803986,0.072581705,0.471070383,3
lit,hbs,Lithuanian,Serbo-Croatian,3,696,8152,17694811,0.000368008,0.001125128,0.101573607,0.459548814,3
mlt,dan,Maltese,Danish,3,1156,12029,17694811,0.000249397,0.000593984,0.065140834,0.474031475,3
pol,slv,Polish,Slovenian,3,8207,2230,17694811,0.001345291,0.000459624,0.041633382,0.483395987,2.900533505
slv,pol,Slovenian,Polish,3,2230,8207,17694811,0.000365542,0.000459624,0.041633382,0.483395987,2.900533505
fin,ron,Finnish,Romanian,3,3856,5040,17694811,0.000595238,0.000431486,0.030626415,0.487784344,2.73149004
ron,fin,Romanian,Finnish,3,5040,3856,17694811,0.000778008,0.000431486,0.030626415,0.487784344,2.73149004
pol,ukr,Polish,Ukrainian,3,8207,2842,17694811,0.001055595,0.000348354,0.031554384,0.487414094,2.275928823
ukr,pol,Ukrainian,Polish,3,2842,8207,17694811,0.000365542,0.000348354,0.031554384,0.487414094,2.275928823
deu,gle,German,Irish,3,73897,359,17694811,0.008356546,0.000291984,0.079371969,0.468368489,2.000994647
gle,deu,Irish,German,3,359,73897,17694811,4.06E-05,0.000291984,0.079371969,0.468368489,2.000994647
dan,hat,Danish,Haitian,3,12029,2600,17694811,0.001153846,0.00022048,0.024179498,0.490354916,1.697322272
hat,dan,Haitian,Danish,3,2600,12029,17694811,0.000249397,0.00022048,0.024179498,0.490354916,1.697322272
gle,ita,Irish,Italian,3,359,89242,17694811,3.36E-05,0.000210671,0.062934001,0.4749096,1.656927247
ita,gle,Italian,Irish,3,89242,359,17694811,0.008356546,0.000210671,0.062934001,0.4749096,1.656927247
ces,tam,Czech,Tamil,3,24573,1432,17694811,0.002094972,0.000170619,0.026744698,0.489331789,1.508571797
tam,ces,Tamil,Czech,3,1432,24573,17694811,0.000122085,0.000170619,0.026744698,0.489331789,1.508571797
ces,eus,Czech,Basque,3,24573,1950,17694811,0.001538462,4.22E-05,0.006617443,0.497360068,1.107833238
eus,ces,Basque,Czech,3,1950,24573,17694811,0.000122085,4.22E-05,0.006617443,0.497360068,1.107833238
glg,swa,Galician,Swahili (macrolanguage),3,9302,5636,17694811,0.000532292,5.14E-06,0.000495758,0.499802227,1.012557893
swa,glg,Swahili (macrolanguage),Galician,3,5636,9302,17694811,0.000322511,5.14E-06,0.000495758,0.499802227,1.012557893
dan,hun,Danish,Hungarian,3,12029,4804,17694811,0.00062448,-3.50E-05,-0.003836077,0.498469662,0.918617383
hun,dan,Hungarian,Danish,3,4804,12029,17694811,0.000249397,-3.50E-05,-0.003836077,0.498469662,0.918617383
fin,nor,Finnish,Norwegian,3,3856,16500,17694811,0.000181818,-7.47E-05,-0.009596921,0.496171499,0.834346049
nor,fin,Norwegian,Finnish,3,16500,3856,17694811,0.000778008,-7.47E-05,-0.009596921,0.496171499,0.834346049
ell,hat,Modern Greek (1453-),Haitian,3,30609,2600,17694811,0.001153846,-0.000168027,-0.029396121,0.488274429,0.667028966
hat,ell,Haitian,Modern Greek (1453-),3,2600,30609,17694811,9.80E-05,-0.000168027,-0.029396121,0.488274429,0.667028966
ces,heb,Czech,Hebrew,3,24573,3384,17694811,0.000886525,-0.000186507,-0.029235236,0.488338608,0.638379082
heb,ces,Hebrew,Czech,3,3384,24573,17694811,0.000122085,-0.000186507,-0.029235236,0.488338608,0.638379082
kat,tur,Georgian,Turkish,3,416,233158,17694811,1.29E-05,-0.000253644,-0.12247499,0.451261479,0.547297584
tur,kat,Turkish,Georgian,3,233158,416,17694811,0.007211538,-0.000253644,-0.12247499,0.451261479,0.547297584
cat,heb,Catalan,Hebrew,3,32376,3384,17694811,0.000886525,-0.000305232,-0.054919713,0.478101383,0.484522152
heb,cat,Hebrew,Catalan,3,3384,32376,17694811,9.27E-05,-0.000305232,-0.054919713,0.478101383,0.484522152
cat,fin,Catalan,Finnish,3,32376,3856,17694811,0.000778008,-0.000363317,-0.065370831,0.473939576,0.425213424
fin,cat,Finnish,Catalan,3,3856,32376,17694811,9.27E-05,-0.000363317,-0.065370831,0.473939576,0.425213424
afr,ron,Afrikaans,Romanian,3,24782,5040,17694811,0.000595238,-0.000363465,-0.057215518,0.477186989,0.425011121
ron,afr,Romanian,Afrikaans,3,5040,24782,17694811,0.000121056,-0.000363465,-0.057215518,0.477186989,0.425011121
afr,swa,Afrikaans,Swahili (macrolanguage),3,24782,5636,17694811,0.000532292,-0.000414406,-0.065234432,0.473993936,0.380066723
swa,afr,Swahili (macrolanguage),Afrikaans,3,5636,24782,17694811,0.000121056,-0.000414406,-0.065234432,0.473993936,0.380066723
deu,eus,German,Basque,3,73897,1950,17694811,0.001538462,-0.000429406,-0.11672805,0.453537939,0.368388245
eus,deu,Basque,German,3,1950,73897,17694811,4.06E-05,-0.000429406,-0.11672805,0.453537939,0.368388245
lit,tur,Lithuanian,Turkish,3,696,233158,17694811,1.29E-05,-0.000487652,-0.235468814,0.406922544,0.327120395
tur,lit,Turkish,Lithuanian,3,233158,696,17694811,0.004310345,-0.000487652,-0.235468814,0.406922544,0.327120395
kat,nld,Georgian,Dutch,3,416,435128,17694811,6.89E-06,-0.0005441,-0.358910787,0.359831002,0.293262695
nld,kat,Dutch,Georgian,3,435128,416,17694811,0.007211538,-0.0005441,-0.358910787,0.359831002,0.293262695
sqi,swe,Albanian,Swedish,3,5155,36604,17694811,8.20E-05,-0.00055857,-0.106863645,0.45744887,0.281326062
swe,sqi,Swedish,Albanian,3,36604,5155,17694811,0.000581959,-0.00055857,-0.106863645,0.45744887,0.281326062
cat,vie,Catalan,Vietnamese,3,32376,6150,17694811,0.000487805,-0.000585483,-0.105344623,0.458051504,0.26660536
vie,cat,Vietnamese,Catalan,3,6150,32376,17694811,9.27E-05,-0.000585483,-0.105344623,0.458051504,0.26660536
swa,swe,Swahili (macrolanguage),Swedish,3,5636,36604,17694811,8.20E-05,-0.000603568,-0.115472597,0.454035587,0.25731651
swe,swa,Swedish,Swahili (macrolanguage),3,36604,5636,17694811,0.000532292,-0.000603568,-0.115472597,0.454035587,0.25731651
bul,tur,Bulgarian,Turkish,3,1633,233158,17694811,1.29E-05,-0.000955351,-0.461303225,0.322290751,0.139421797
tur,bul,Turkish,Bulgarian,3,233158,1633,17694811,0.00183711,-0.000955351,-0.461303225,0.322290751,0.139421797
ara,hin,Arabic,Hindi,3,366643,1171,17694811,0.002561913,-0.001037043,-0.627938931,0.265022169,0.123642247
hin,ara,Hindi,Arabic,3,1171,366643,17694811,8.18E-06,-0.001037043,-0.627938931,0.265022169,0.123642247
lav,swe,Latvian,Swedish,3,13573,36604,17694811,8.20E-05,-0.001126674,-0.215551501,0.414669282,0.106847112
swe,lav,Swedish,Latvian,3,36604,13573,17694811,0.000221027,-0.001126674,-0.215551501,0.414669282,0.106847112
slk,tha,Slovak,Thai,3,3657,154171,17694811,1.95E-05,-0.001221005,-0.479420024,0.315820266,0.094154164
tha,slk,Thai,Slovak,3,154171,3657,17694811,0.000820345,-0.001221005,-0.479420024,0.315820266,0.094154164
est,kor,Estonian,Korean,3,2078,289982,17694811,1.03E-05,-0.001275633,-0.686926051,0.246064939,0.088094866
kor,est,Korean,Estonian,3,289982,2078,17694811,0.001443696,-0.001275633,-0.686926051,0.246064939,0.088094866
swe,zho,Swedish,Chinese,3,36604,24113,17694811,0.000124414,-0.001580707,-0.302415695,0.381168455,0.060143319
zho,swe,Chinese,Swedish,3,24113,36604,17694811,8.20E-05,-0.001580707,-0.302415695,0.381168455,0.060143319
gle,jpn,Irish,Japanese,3,359,2602426,17694811,1.15E-06,-0.001764144,-2.845926135,0.002214141,0.056819099
jpn,gle,Japanese,Irish,3,2602426,359,17694811,0.008356546,-0.001764144,-2.845926135,0.002214141,0.056819099
cat,ell,Catalan,Modern Greek (1453-),3,32376,30609,17694811,9.80E-05,-0.001686762,-0.303495797,0.380757,0.053566695
ell,cat,Modern Greek (1453-),Catalan,3,30609,32376,17694811,9.27E-05,-0.001686762,-0.303495797,0.380757,0.053566695
hun,rus,Hungarian,Russian,3,4804,243159,17694811,1.23E-05,-0.001856803,-0.915609051,0.179936445,0.045443716
rus,hun,Russian,Hungarian,3,243159,4804,17694811,0.00062448,-0.001856803,-0.915609051,0.179936445,0.045443716
fas,nld,Persian,Dutch,3,2719,435128,17694811,6.89E-06,-0.001880054,-1.24016251,0.10745798,0.044868437
